,caption,class
5129,Candy dispenser chain knocking on metal stand.,[44]
5130,Wood is being knocked together.,[44]
5131,Someone is sticking a burning incense stick into a bathtub.,[69]
5132,Someone is moving dishes in the sink.,[26]
5133,A horse is grazing and farting in the countryside.,[30]
5134,Water is gurgling down a metal sink drain.,[39]
5135,"A park with medium traffic, a lake, a crowd, and ducks is making noise.",[71]
5136,Someone is running very fast in water with a tense vibe.,[56]
5137,A crowd is in a large space.,[23]
5138,Initializing the microwave.,[50]
5139,Someone is flushing a toilet in a university restroom.,[70]
5140,Hands clapping creating the sound of a toy gun being fired.,[19]
5141,A man is running to the stage and announcing his arrival.,[56]
5142,A pot is whistling.,[26]
5143,Water is flowing out of a faucet.,[74]
5144,The sound of an zipper is heard.,[79]
5145,Zipper is being opened slowly and fast.,[79]
5146,Someone is making a fart.,[30]
5147,A toilet is flushing with the lid open.,[70]
5148,Bells are ringing and changes are being called in a church.,[18]
5149,Traffic noise at a busy intersection.,[71]
5150,A drum loop is playing with heavily distorted bass drum and tom sounds.,[5]
5151,"Corvette engine is starting, revving, accelerating, and slowing down.",[0]
5152,A single clap with a little bit of reverb is being played.,[19]
5153,Snappy clap with reverb.,[19]
5154,A freight train is revving its engine.,[0]
5155,"A child is saying ""Snake!"".",[15]
5156,A crowd is applauding and cheering in a theater.,"[3, 13, 23]"
5157,A backing grid is being removed from an oven.,[50]
5158,People are celebrating and cheering.,[13]
5159,A door is being slammed.,[63]
5160,A crowd is at a cosmetic exhibition.,[23]
5161,A pot of water is being poured.,[26]
5162,A gong is being struck.,[38]
5163,Someone is knocking on a closed wooden door.,[44]
5164,Robotic male voice speaking.,[46]
5165,A pan is frying.,"[26, 35]"
5166,Gong is being remixed and extended.,[38]
5167,Corvette performance with acceleration and wind noise.,[0]
5168,A mother is yelling at her kid.,[78]
5169,A sneeze is heard.,[64]
5170,A water bottle is being filled.,[33]
5171,People are cheering a victory and air conditioners are heard in the background.,[13]
5172,"Someone is opening, closing and moving things in a drawer.",[27]
5173,A cat and her offspring are purring.,[53]
5174,Someone is yelling with a team of horses.,[78]
5175,A zip is being opened and closed.,[79]
5176,Clean electric guitar sound.,[29]
5177,A door is slamming.,[63]
5178,Someone is playing a clean low E open electric guitar sound.,[29]
5179,Something is being knocked down.,[44]
5180,Synthetic digital zipper-type sound.,[79]
5181,"Steel mill is making noise, and there is traffic and train horn blasts in the background.",[71]
5182,A high E electric guitar is playing.,[29]
5183,"Light traffic, birds, pedestrians, a church bell, and an ambulance are making sounds.",[18]
5184,A large crowd is laughing.,[23]
5185,"A patch that sounds like church bells, part of a set of new age synths.",[18]
5186,Beat made from a cat purr and a water drop.,[53]
5187,Suspense and tension are ending in cheers sounds.,[13]
5188,"Compilation of whispers, breaths and synths.",[76]
5189,Large clock is ticking.,[69]
5190,Church-bell is ringing in the city-park.,[18]
5191,Someone writing with a pencil.,[77]
5192,A clap sample is playing with extra punch and character.,[19]
5193,A microwave is making noise.,[50]
5194,People are clapping in sync.,[19]
5195,A sports kit bag is being zipped up and closed.,[79]
5196,Someone is yelling at a kid.,[78]
5197,Hockey game is being played with cheering and horns.,[13]
5198,People are chatting in a queue for a museum with some background traffic noise.,[71]
5199,Someone is running their finger across metal blinds.,[56]
5200,Engines are hissing and grinding.,[42]
5201,A cat is purring and rubbing its face against a phone while recording.,[53]
5202,A rain storm with some traffic noise is heard.,[71]
5203,An angry male voice is yelling.,[78]
5204,Someone is purring and meowing while eating crunchy treats.,[49]
5205,Far suburban city sounds including traffic hum and handling noise.,[71]
5206,Scissors are cutting quickly.,[57]
5207,Someone is running a metal tool across a plastic fastener.,[56]
5208,Someone is knocking on a front door.,[44]
5209,Glass hitting pavement and shattering.,"[41, 59]"
5210,Glass is shattering on pavement.,[59]
5211,Background noise of the city with train and traffic sounds.,[71]
5212,Glass is shattering.,[59]
5213,Advertisement poster is moving in a bus stop.,[10]
5214,A glass is being shattered with a high pitched hit.,"[41, 59]"
5215,"City noise is heard in distance including festival music, voices, traffic, and nightlife.",[71]
5216,"Traffic noise, waves, and a boat are heard at a river mouth.",[71]
5217,Someone is filling a glass water bottle and reservoir.,[33]
5218,Mix of laughter and fart sounds.,[30]
5219,A chain is knocking on metal.,[44]
5220,Writing on a PC keyboard with a cellphone.,"[20, 77]"
5221,Woman singing a round.,[31]
5222,Opening a sink faucet recorded with a cellphone.,[74]
5223,A drawer is being opened or closed.,[27]
5224,Air bubbles are heard in a pot of water.,[26]
5225,Water is flowing from a tap into a sink.,"[74, 68]"
5226,Someone is writing on a paper with a marker.,[77]
5227,Teakettle is coming to a boil with hissing of steam and whistle.,[42]
5228,Someone is turning a creaky faucet and the water trickles and begins to drip.,"[72, 74, 28]"
5229,"Bottle of beer is being opened, beer lid is clinking.",[16]
5230,Someone is snipping away with very sharp haircutting scissors.,[57]
5231,Someone is making a fartshot.,[30]
5232,A stream is filling a water bottle.,"[33, 66]"
5233,"A motorbike arrives and goes away, a church bell rings.","[8, 18, 51]"
5234,A fountain is gurgling.,[39]
5235,"Child is saying ""da guckste blöd."".",[15]
5236,Snares and xylophones are playing for a football game.,[47]
5237,A small flask is being struck by a pair of scissors.,[57]
5238,Falling water is constantly hissing.,[42]
5239,Pencil writing on paper in a quiet room.,[77]
5240,A small empty flask is being struck by a pair of scissors.,[57]
5241,Flask is being struck by a pair of scissors.,[57]
5242,Flask being struck by scissors.,[57]
5243,Someone is striking a small empty flask with a pair of scissors.,[57]
5244,Hand clap and repeated synthesized notes with silence.,[19]
5245,Children are crying and someone is speaking in a large hall.,[15]
5246,Basic background groove on an electric guitar.,[29]
5247,Hand claps in a drum loop.,[19]
5248,"Cow is approaching, footsteps, coughing, chewing, breathing, truck and muffled air.","[73, 14]"
5249,A cat is miaowing.,[49]
5250,Water is being opened and closed from a tap in a garden.,"[74, 68]"
5251,A short passage made from reversed and rearranged sounds of a jin ban gong is available.,[38]
5252,Keys are being jangled together.,[43]
5253,Someone is playing electric guitar with wah-wah.,[29]
5254,A kitchen oven buzzer and door are being used.,"[50, 11]"
5255,Someone is running in water.,[56]
5256,Someone is playing an ambient acoustic guitar loop.,[2]
5257,An acoustic guitar is being played with special effects.,[2]
5258,A female is singing in a language.,[31]
5259,An idea is written after watching a funny short film.,[77]
5260,"A child says ""It's gone...it's GONE!!!"".",[15]
5261,Concert of a fart.,[30]
5262,Light hissing sound is heard.,[42]
5263,A gong is playing.,[38]
5264,A bass guitar is being played through analog pedals.,[6]
5265,A man says something.,[46]
5266,Traffic noise and bicycles are on a gravel road.,[71]
5267,A double bass clap is being created.,[19]
5268,Someone writing with pencil.,[77]
5269,Electric guitars are being played.,[29]
5270,There is a fart sound.,[30]
5271,Keys are being held and strummed on a piano.,[67]
5272,"A server hard drive is spinning up, writing, and spinning down.",[77]
5273,Accordion setup sound.,[1]
5274,"Accordion player playing in the street, surrounded by traffic and people.",[1]
5275,Food is frying in a pan.,[35]
5276,Scissors are moving in the air.,[57]
5277,Men are running in a forest and stepping into a water gap.,[56]
5278,"Cars and people are walking around, then a parade with drums, music, noise, and cheering starts.","[73, 13]"
5279,"Someone is playing an electric guitar, a drum machine, and a mini-synth.",[29]
5280,A bass drum loop is playing.,[5]
5281,Someone is chewing food.,[14]
5282,Cat is purring in a home office space.,[53]
5283,Someone is writing with pencils.,[77]
5284,Someone is pulling a jacket zipper up and down.,[79]
5285,A small cat is purring happily.,[53]
5286,"Someone is chewing, blowing, and popping bubblegum.",[14]
5287,"People are around, traffic and tram noises can be heard.",[71]
5288,A warrior yelling aggressively with reverb.,[78]
5289,Someone is sneezing loudly.,[64]
5290,A clock is ticking in a medium-sized room.,[69]
5291,A gong is being struck in a pagoda.,[38]
5292,A motorbike is accelerating in a street.,"[0, 51]"
5293,Someone is applauding at a live performance of an honors band.,[3]
5294,Horn is being pressed and slammed.,[63]
5295,Cars are revving at a race.,"[0, 54]"
5296,People are applauding in an indoor setting.,[3]
5297,"Sound of cigarette ignition, cut, copied, connected, amplified, and accelerated.",[0]
5298,A diesel car is revving.,[0]
5299,Someone is writing with a pencil on paper.,[77]
5300,Someone is slamming a car door.,[63]
5301,Water is being recorded from a faucet in a bathroom.,[74]
5302,A car is revving its engine.,[0]
5303,An idle car engine is revving.,[0]
5304,"An engine is starting, running, and accelerating.",[0]
5305,A drawer is being opened.,[27]
5306,A bus is leaving a bus-stop.,[10]
5307,Someone is running on gravel.,[56]
5308,A diesel bus is on the freeway with gearbox whine.,[10]
5309,Someone is boarding a bus and taking a ride.,[10]
5310,There is background noise from a busy street corner during high traffic.,[71]
5311,Someone is eating carrots and making snapping and loud chewing sounds.,[14]
5312,Someone is eating carrots with loud chewing.,[14]
5313,A pot is being sat on an old rusty metal stove eye.,[26]
5314,Someone is running on a wooden floor with sneakers.,[56]
5315,Someone is using a zippo lighter to light a cigarette and inhaling.,[79]
5316,Someone is making a short wet fart noise.,[30]
5317,Butter is frying in a pan.,[35]
5318,Writing with a pen is heard.,[77]
5319,A man is talking about stores asking for address or zip code.,[79]
5320,A DW Bass Drum is recorded.,[5]
5321,A massive pachinko parlor is heard.,[16]
5322,Writing on a metal table is being recorded.,[77]
5323,Children are pretending to be animals and yelling and screaming.,"[58, 78]"
5324,A tape hiss is being synthesized.,"[42, 68]"
5325,Someone is running in trekking boots on a wooden floor.,[56]
5326,A male human being is speaking.,[46]
5327,A pan pipe is playing a long tone vibrato.,[26]
5328,A wristwatch is ticking loudly.,[69]
5329,"Crowd applause, air horns, and commentary at Silverstone.",[3]
5330,A hard drive is spinning and writing.,[77]
5331,Someone is making gentle clinking sounds.,[16]
5332,"People are playing trumpet, snare-drum and bass drum.",[5]
5333,A small zipper is zipping up and down.,[79]
5334,A detuned autoharp is being hit and strummed dramatically.,[67]
5335,"A microwave is opening, shutting, running, and beeping.",[50]
5336,Water is spouting from the sea and making a gurgling and groaning noise.,[39]
5337,Someone is running water into an empty metal sink basin.,[56]
5338,A small bag is being unzipped.,[79]
5339,A timer is ticking away in a noisy environment.,[69]
5340,A voice is yelling a word distorted with a waveshaper.,[78]
5341,A printer is being thrown.,[52]
5342,Water is dripping on a dish and/or metal plate.,"[26, 28]"
5343,Printer is being used.,[52]
5344,Church bells are ringing in a school yard.,[18]
5345,A metallic gong is being struck.,[38]
5346,"A residential neighborhood is being recorded with water tapping in a rain gutter, crickets, and cars passing by.","[74, 12, 22, 68]"
5347,Traffic and street noise are going into a quiet alley.,[71]
5348,A street sailor ice cream is at a bus terminal.,[10]
5349,Someone is playing harmonica.,[40]
5350,Man yelling in the street.,[78]
5351,People are applauding and shouting from windows and balconies.,[3]
5352,"Traffic, street noise, walking, and footsteps are heard from a dog's perspective.","[73, 71]"
5353,A bicycle is passing by with a bike bell and street ambience.,[8]
5354,A zip is making a high-pitched sound.,[79]
5355,A bike is revving hard on city streets.,[0]
5356,A fast clap loop sounds like a crispy vibraslap.,[19]
5357,Someone is recording water from a faucet.,[74]
5358,An acoustic guitar is being played in B minor and A major.,[2]
5359,Various ticking sounds are being combined into a loop.,[69]
5360,A gunshot sound is made by slamming a large book closed.,[63]
5361,A bus is driving on a highway.,[10]
5362,"Skateboarders are in a park with ramps, pyramids, and rails.",[62]
5363,A siren/horn is making a sound along with accelerating cars and braking buses.,[0]
5364,Alien sound is being whispered.,[76]
5365,Someone is playing an accordion on a street.,[1]
5366,"A tap is running, and dishes are being washed in a metal sink.","[26, 68, 61]"
5367,"Musicians are playing with a tambourine, clarinet and accordion.",[1]
5368,A simple bass drum sequence is playing.,[5]
5369,Someone is playing a bass drum.,[5]
5370,Someone is making random sounds to a clapping beat.,[19]
5371,An oven is being cleaned.,[50]
5372,Someone is playing an accordion in the street.,[1]
5373,An empty canister of fuel is slammed on a wooden table.,[63]
5374,My cat is purring.,[53]
5375,An accordion is being played by a street musician.,[1]
5376,Someone is playing an accordion.,[1]
5377,Scissors noise from the street.,[57]
5378,Street noise and traffic.,[71]
5379,Little boy is singing twinkle twinkle little star.,[45]
5380,Small water drops dripping in a cup filled with water.,"[33, 28]"
5381,A repetitive xylophone tune.,[47]
5382,A drawer is closing with a slam and a rattle.,[63]
5383,A harmonica player is playing.,[40]
5384,Traffic is heard on a street with ticking traffic lights.,[69]
5385,Water is being filled in a sink.,"[33, 61]"
5386,A short walk is heard with wind noise and a bus near the end.,"[73, 10]"
5387,"Rumors, bells, birds, and wind are whispering with church bells tolling.","[18, 76]"
5388,Someone is politely applauding at a concert.,[3]
5389,A theme is being played on an accordion.,[1]
5390,Saxophone is being played and then applauded.,[3]
5391,Bells are ringing near a church.,[18]
5392,Someone is running on pavement tiles with ballerinas.,[56]
5393,A woodland recording with low frequency sounds and distant traffic noise.,[71]
5394,Someone is writing with a pencil on thick paper.,[77]
5395,A hissing cockroach is making a sound.,[42]
5396,Accordion brass is being recorded with an analog synthesizer.,[1]
5397,Pencil writing on paper.,[77]
5398,A printer is making a continuous printing sound.,[52]
5399,Harmonics on a bass guitar are being layered.,[6]
5400,A trunk is being slammed.,[63]
5401,A tram is passing by with background traffic noise.,[71]
5402,Someone is running through a box of glass bottles.,[56]
5403,Ambient sounds of a park and forest in a small town with church bells in the distance.,[18]
5404,A bus coach is driving slowly with people moving around and bumps.,[10]
5405,A bass drum sound is soft and deep.,[5]
5406,Animals are barking and meowing in a chaotic manner.,[49]
5407,Clinking of keys is heard in a long version.,[16]
5408,Strings and strums are being played on a piano.,[67]
5409,Potato slices are frying.,[35]
5410,A small crowd is shouting directions in a suburban yard.,[23]
5411,Busy crowd and tannoy announcement in a departures lounge is being recorded.,[23]
5412,A crowd is shouting.,[23]
5413,A sound like a fingersnap is being recorded.,[34]
5414,A low-pitched techno bass drum is playing.,[5]
5415,A marimba loop is playing.,[47]
5416,A bass drum is being hit with reverb.,[5]
5417,Military march off-beat claps loop.,[19]
5418,A water tap is recorded in a hotel room.,"[74, 68]"
5419,A coffee machine is gurgling.,[39]
5420,A crowd is making noise.,[23]
5421,The sound of a toilet flush in a hotel room.,[70]
5422,A tray of lasagna is cooking/burning in an oven.,[50]
5423,"Someone is eating a fresh and taut apple and chews, slurps, and laughs.",[14]
5424,Church bells and background chatter are heard from a churchyard.,[18]
5425,A busy lunch hour is happening in a family restaurant with loud voices and clanking of dishes.,[26]
5426,Someone is yelling and hollering in a chorus section.,[78]
5427,Music is being made with electric guitar and robotic grinding.,[29]
5428,Electric clock is ticking.,[69]
5429,"A car is starting, revving, and turning off.",[0]
5430,Someone is zipping a zipper repeatedly.,[79]
5431,An electric guitar is being mixed into a robotic grind.,[29]
5432,Fireworks are being set off with minimal cheering.,[13]
5433,A guitar is being strummed and plucked.,[67]
5434,Conversation with footsteps and traffic noise.,"[73, 71]"
5435,An electric guitar is mixed into robotic grind.,[29]
5436,Large fan with faint ticking.,"[48, 69]"
5437,A car driving by a cat meowing.,[49]
5438,Electric guitar is being mixed into robotic grind.,[29]
5439,A small crowd is applauding in a church with some reverb.,"[3, 23]"
5440,Hands clapping once.,[19]
5441,A large door is slamming.,[63]
5442,A long noise bass drum is playing.,[5]
5443,A guitar is being strummed with a low tuning.,[67]
5444,A transit bus engine is heard.,[10]
5445,A gong and a voice are morphing.,[38]
5446,Claps are echoing inside a swimming pool.,[19]
5447,A crowd is happy and applauding.,"[3, 23]"
5448,A front door is slammed closed.,[63]
5449,A low tuned electric guitar is playing a dark analogue synthy sound.,[29]
5450,Cutlery is being shaken together.,[25]
5451,Someone is running through puddles.,[56]
5452,A sound is being de-hissed.,[42]
5453,A fake vinyl or fake fire crackle is happening.,[21]
5454,Crowds are at gates.,[23]
5455,Traffic noises in the city.,[71]
5456,Bells are ringing and people are talking in a church.,[18]
5457,A comedic moan or sigh of extreme despair is recorded.,[60]
5458,"Someone added ""wahwah"" effect to a square tone, worked on amplitude, and accelerated the rhythm.",[0]
5459,Someone is playing a sound resembling a gong.,[38]
5460,Church bells and birds are ringing and chirping.,"[17, 18]"
5461,An acoustic guitar is making a sound.,[2]
5462,Accordion buttons are pressed to get the bellows closed.,[1]
5463,Someone is farting in a dungeon.,[30]
5464,"A male voice says ""Tactical land mines"" followed by an explosion noise.",[46]
5465,Someone is turning a creaky shower faucet.,[74]
5466,Sound of turning on a shower faucet and water dripping.,"[74, 28]"
5467,Biting and chewing an apple.,[14]
5468,People are talking and bus sounds are being heard on a bus.,[10]
5469,Birds are singing and a bus is in the background.,[10]
5470,Someone is playing and yelling on the alto sax.,[78]
5471,Touching configuration buttons of a printer.,[52]
5472,A gavel is being slammed.,[63]
5473,Someone is drawing/writing with a pencil on paper.,[77]
5474,People are repeatedly greeting in a cheerful manner.,[13]
5475,Bold marker writing on paper.,[77]
5476,The ratchet of a carpenter's brace is heard.,[54]
5477,"Girlfriend is saying ""subverse"" in a whisper.","[32, 76]"
5478,Steel drawers are being closed with contents shaking.,[27]
5479,A strange-sounding fart is being heard.,[30]
5480,Coffee pot gurgling.,"[26, 39]"
5481,A dark pad and door-like sound begins and finishes with a gong sound.,[38]
5482,A handclap is being recreated.,[19]
5483,A coffee pot is gurgling.,"[26, 39]"
5484,Someone is dropping dishes into a sink.,[26]
5485,Kids with skateboards are being recorded.,[62]
5486,A bus ride is simulated.,[10]
5487,Crystal glasses clinking.,[16]
5488,A police motorcycle is starting and revving.,"[0, 51]"
5489,"Horns, yelling, and lo-fi sounds are recorded in the street.",[78]
5490,Someone is opening and closing a cutlery drawer.,"[25, 27]"
5491,An accordion band is being remixed and cut into an attack.,[1]
5492,An accordion band is being filtered with tremolo.,[1]
5493,An accordion is playing a melody.,[1]
5494,An accordion is being played.,[1]
5495,Accordion band filtered remix melody.,[1]
5496,Accordion band filtered with white noise.,[1]
5497,An accordion band is being recorded.,[1]
5498,Accordion is playing a complex sound.,[1]
5499,Someone is playing a filtered remix melody on an accordion.,[1]
5500,Applause is heard.,[3]
5501,An accordion band was filtered and remixed with delays.,[1]
5502,Accordion band is playing a filtered remix.,[1]
5503,A filtered remix of an accordion band is playing.,[1]
5504,Someone is playing an accordion in a large hall.,[1]
5505,Someone is slamming a metal pot onto a hardwood floor.,"[26, 63]"
5506,"Loop of power strings, light drops, kick, and bass drum is playing.",[5]
5507,A microwave is at work.,[50]
5508,A noise crackle sequence is playing.,[21]
5509,Accordion is being transformed through band filtering remix.,[1]
5510,Accordion band is being filtered.,[1]
5511,Crowd is cheering at a sporting event.,[13]
5512,Burping sounds from a stretched plastic bag.,[9]
5513,Someone is writing with chalk on a blackboard.,[77]
5514,Someone is writing with a pencil.,[77]
5515,A large crowd is cheering and hollering at a sporting event.,"[13, 23]"
5516,Biting and chewing on extremely crunchy crisps.,[14]
5517,Someone is clinking a glass jar.,[16]
5518,A man is saying encouragements in a muffled recording with a cheering crowd in the background.,"[13, 46, 23]"
5519,Cutlery and people talking in a restaurant.,[25]
5520,An open E minor chord is being strummed upward.,[67]
5521,"A male character says ""This should get me through that door."".",[46]
5522,Klezmer improvisation with a pocket-clarinet and an accordion.,[1]
5523,"Thrushes are singing, a breeze is whispering, and a stream is trickling.","[66, 76]"
5524,Toy piano being played like an xylophone.,[47]
5525,A street entertainer is causing a group of people to cheer and applaud.,"[3, 13]"
5526,"Someone is knocking on door, door opens and footsteps, door slams, footsteps and more knocking.","[73, 44, 63]"
5527,"Tape hiss, creaking of wood, and a high-pitched buzz.","[42, 11, 68]"
5528,Slide and door slam are quick.,[63]
5529,"People whisper, walk, and then someone is punched out.","[73, 76]"
5530,A lady is cheerfully thanking you for calling and saying this voice mailbox is not prepared to take calls.,[13]
5531,A metal bass string of a plastic acoustic guitar is being plucked and bent.,[2]
5532,Someone is writing with a pen in a book and sliding their hand on the page.,[77]
5533,A recording of a journey on a bus is playing.,[10]
5534,An oven door is opening and closing.,[50]
5535,Someone is running in a park.,[56]
5536,Water is being poured into a metal frying pan.,[35]
5537,A pantry door is slammed.,[63]
5538,Skateboarders are attempting tricks.,[62]
5539,Running water from a restroom's faucet.,[74]
5540,Someone is strumming a chime bar.,[67]
5541,E-bow electric guitar ending a song.,[29]
5542,A kettle is hissing and whistling.,[42]
5543,Someone is opening and closing plastic drawers.,[27]
5544,Keys are shaking and clinking.,[16]
5545,Fantasy whispers are happening.,[76]
5546,Someone is writing on a piece of paper with a ballpoint pen.,[77]
5547,"End of song followed by applause and shouting, with the band going back to the stage.",[3]
5548,Someone is slamming their hand on a street sign.,[63]
5549,Drawer is being opened and closed.,[27]
5550,Someone is running their fingers over keys on a piano.,[56]
5551,Car door is slamming in an underground parking.,[63]
5552,Bus driving at bus station.,[10]
5553,A short trickle of water is being heard as it opens and falls into a tub filled.,"[72, 33]"
5554,Someone is writing and scribbling on some paper.,[77]
5555,Someone is making a burp sound.,[9]
5556,A blues harmonica is playing with jailhouse reverb and distortion.,[40]
5557,There is a sound of a fart.,[30]
5558,Someone is sighing deeply.,[60]
5559,A burp sound effect.,[9]
5560,Old toilet flushing.,[70]
5561,A musical pot is making a glitched rhythm.,[26]
5562,Someone is farting and recorded.,[30]
5563,A drop of water is bouncing around a coffee pot hot plate.,[26]
5564,A ticking sound is coming from a clock.,[69]
5565,Someone is snapping their fingers inside a glass pastry case.,[34]
5566,Someone is strumming and plucking the vent fins of a large air conditioner unit.,[67]
5567,Cat is meowing and purring.,"[49, 53]"
5568,Grandfather clock is ticking and striking.,[69]
5569,An A\D crackle is heard.,[21]
5570,Someone is running with noisy groceries.,[56]
5571,Skateboarding is being performed.,[62]
5572,Someone is playing a bass guitar.,[6]
5573,Someone is opening and closing squeaky kitchen cupboards.,"[24, 65]"
5574,Someone is chewing crunchy food and breathing.,[14]
5575,Loud chewing of apple.,[14]
5576,A man is snapping his fingers at different speeds.,[34]
5577,Someone is writing on a polystyrene board.,[77]
5578,Someone is running their fingernail across piano keys.,[56]
5579,Someone is manually spinning a single blade of a quadrocopter.,[45]
5580,Cat is purring and eating dry cat food.,[53]
5581,Someone is running a ruler along the edge of a wooden table repeatedly.,[56]
5582,An acoustic guitar was thrown.,[2]
5583,Someone is running to their bike outside a coffee shop.,[56]
5584,An acoustic guitar line is being played.,[2]
5585,Hiss and crackle are heard.,"[42, 21]"
5586,"Buttons on a microwave, fridge door and ingredients being put in a cup are being pressed.",[50]
5587,The sound of someone running and wearing a jacket outside a shop.,[56]
5588,A man is giving a speech.,[46]
5589,"A female voice is singing a filtered ""time"" sample remix.",[31]
5590,Loud apple chewing with inner mouth reverberation.,[14]
5591,A cheap accordion is being played without tone.,[1]
5592,Only crackles are heard from a decrackle filter.,[21]
5593,"People are talking and laughing near a campground with sounds of chewing chips, fire noise, and long reverbs in the forest.",[14]
5594,A female voice is singing.,[31]
5595,Female singing is processed to create an ethereal sound.,[31]
5596,"Ambience with bicycle, birds, and church bells in background.","[8, 18]"
5597,An engine is starting and revving.,[0]
5598,A bathtub faucet is being turned on and off.,[74]
5599,Pencil is writing on carstock.,[77]
5600,There is applause in a small theater.,[3]
5601,A child is saying something is broken.,[15]
5602,A bus is being recorded both stationary and moving.,[10]
5603,A small audience is cheering and clapping.,"[19, 13]"
5604,A short pan pipe burst is being played with a long wide dispersion reverb effect.,[26]
5605,Applause is being made in a small theater.,[3]
5606,Church bells are ringing on wind.,[18]
5607,People applauding and shouting from windows.,[3]
5608,Someone is writing on paper with a ballpen.,[77]
5609,Something is ticking.,[69]
5610,Someone is writing in a book.,[77]
5611,A poem is being written with a vocal melody.,[77]
5612,Someone is putting a pill in their mouth and chewing.,[14]
5613,Women singing in the shower.,[31]
5614,Plastic packaging cushions are being pierced loudly with a scissors.,[57]
5615,Cats are meowing.,[49]
5616,Someone is eating and chewing chips.,[14]
5617,Objects are clinking against each other.,[16]
5618,Someone is playing a song with squeaking shoes and acoustic guitar.,"[65, 2]"
5619,"Children are playing, yelling, and people are walking pets in a park.","[73, 78]"
5620,"Someone is chewing, breaking and swallowing something.",[14]
5621,A microwave is cooking.,[50]
5622,A bathtub is being filled with movement sounds.,[7]
5623,Someone is walking and a skateboard is passing.,"[73, 62]"
5624,A faucet is making a sound.,[74]
5625,A clock is ticking in someone's kitchen.,[69]
5626,Someone is sweeping across a pan lid and letting it ring.,[26]
5627,"Women are singing ""poison"" in harmony.",[31]
5628,A microwave is making sounds.,[50]
5629,Water being poured from a faucet.,[74]
5630,Electric guitar is remixed.,[29]
5631,Electric guitar glissando samples are being remixed.,[29]
5632,An electric guitar is being plucked and remixed.,[29]
5633,Electric guitar samples are being remixed.,[29]
5634,A water sink is gurgling.,[39]
5635,Someone is scraping scissors or a blade.,[57]
5636,A car is driven through a race track.,[54]
5637,An electric guitar sample is being remixed.,[29]
5638,Electric guitar is playing overtone samples.,[29]
5639,Electric guitar filtered sample.,[29]
5640,A male cicada is singing.,[45]
5641,A person is yelling.,[78]
5642,A key is being struck on a toy glockenspiel.,[37]
5643,Electric guitar is being plucked.,[29]
5644,There is an electric guitar pluck.,[29]
5645,Electric guitar is playing a glissando sample.,[29]
5646,Someone is playing self-written music.,[77]
5647,"Birds are singing in a backyard with echoes from a rural countryside, distant owls, sheep bells, passing traffic, planes, church bells, and barking dogs.","[18, 4]"
5648,A bike wheel is being strummed to produce a rhythmic sound.,[67]
5649,"City ambiance is being recorded with birds, church bells, and vehicles passing.","[18, 12]"
5650,"Footsteps, birds chirping, background cheering, car sounds, and movement.","[73, 17, 13]"
5651,A printer is clogging.,[52]
5652,Engines are revving.,[0]
5653,A domestic pet cat is purring.,[53]
5654,A live bass guitar is being played through an effect.,[6]
5655,Microwave is warming.,[50]
5656,A writing surface is being lifted and lowered on a classroom deskchair.,[77]
5657,A ticking sound is being altered with chorus and panning.,[69]
5658,A man is yelling and selling potatoes.,[78]
5659,Electric guitar band is playing a filtered sequence remix.,[29]
5660,Filtered sample sequence remix of electric guitar band.,[29]
5661,An electric guitar sample sequence is filtered.,[29]
5662,A male singing in a park.,[45]
5663,Electric guitar is playing a filtered sample sequence remix.,[29]
5664,An electric guitar sequence is playing.,[29]
5665,An electric guitar band is playing filtered sample remixes.,[29]
5666,Someone is opening/closing a drawer.,[27]
5667,An electric guitar band is playing a filtered high pitch sequence remix.,[29]
5668,"Buses and cars passing by, people waiting at a bus station.","[10, 12]"
5669,Electric guitar sample with band filtering and remixing.,[29]
5670,An electric guitar sequence is being filtered.,[29]
5671,Electric guitar is playing a band filtered sequence remix.,[29]
5672,Someone is writing with a pen on a sheet of paper.,[77]
5673,Car horn and sightseeing bus bell are ringing in a busy street.,[60]
5674,A desk drawer is being opened and closed.,[27]
5675,"Soldiers are entering a parade ground, playing gongs, shooting antique rifles into the air, and marching off.",[38]
5676,Whispering minutes for relaxation.,[76]
5677,"Someone is opening a soda, drinking it, and burping.",[9]
5678,A male whisper is heard.,[76]
5679,An object is being microwaved.,[50]
5680,"A deep male voice saying ""Brand New"".",[46]
5681,Someone is announcing a bus at a gate.,[10]
5682,Someone is taking a bus ride.,[10]
5683,A microwave is sounding inside a bar.,[50]
5684,People are yelling on a ride.,[78]
5685,People are yelling in a ride.,[78]
5686,An engine is running and revving at different speeds.,[0]
5687,A mechanical pendulum clock is ticking.,[69]
5688,Someone is chewing carrots.,[14]
5689,"Someone is walking on gravel and dry land, with cars passing and a church bell in the background.","[73, 18, 12]"
5690,Fart noises are made.,[30]
5691,Gong strikes are descending.,[38]
5692,Someone is opening a drawer with objects inside.,[27]
5693,Chicken and other birds sounds with heavy traffic noise are heard.,[71]
5694,Sound is being processed to remove hiss.,[42]
5695,A drawer with tools is being closed.,[27]
5696,A bus is stopping and starting.,[10]
5697,Someone is opening a drawer full of tools in a small workshop.,[27]
5698,Someone is opening a drawer of tools.,[27]
5699,A printer is making noise.,[52]
5700,Oscar is meowing.,[49]
5701,Oscar the cat is rubbing and purring.,[53]
5702,Oscar the cat is making a scrowly meow.,[49]
5703,The sound of scissors is heard.,[57]
