,caption,class
1228,Deep frying spring rolls.,[6]
1229,An oreo is frying in a pan.,[6]
1230,An electric toothbrush is being recorded on multiple settings.,[5]
1231,Sound of a blender making a smoothie is playing.,[1]
1232,A concrete mixer is making rhythmic pulses and machines are making noise at a construction site.,[1]
1233,A mobile alarm ringtone is being created.,[0]
1234,"Alarm blares, electric sparks, tearing metal, and crumpling of large fixtures are happening.",[0]
1235,An electrical toothbrush is being used without a brush-head.,[5]
1236,A railroad crossing alarm is ringing.,[0]
1237,Someone is making a machete frying pan hit collision fight sound.,[6]
1238,Someone is using an electric razor.,[5]
1239,Electric hair razor buzzing.,[5]
1240,Vacuum cleaner is cleaning the carpet with motor and suction noises.,[9]
1241,Vacuum cleaner is sucking up sand and debris.,[9]
1242,An alarm bell is being distorted.,[0]
1243,A steak is being dropped on a hot frying pan and sizzling.,[6]
1244,A bell is filtered and processed through a mixer.,[1]
1245,Onions are frying in a hot pan.,[6]
1246,Recording of food frying in a pan with oil.,[6]
1247,Water is being poured onto a frying pan and creating a sizzling noise.,[6]
1248,A cement mixer is turning with metal friction.,[1]
1249,Interference generated from a No-Input Mixer.,[1]
1250,Someone is running an electric shaver.,[5]
1251,Dishes are being put on a table.,[3]
1252,Dishes are being dropped onto a hard stone floor.,[3]
1253,An electric razor is turning on and off.,[5]
1254,Vacuum cleaner is switched on and cleaning the room.,[9]
1255,Electric razor is buzzing in different patterns close.,[5]
1256,Someone is shaking a rack of dishes.,[3]
1257,A vacuum cleaner is operating.,[9]
1258,Someone is walking with chips frying in a pan.,[6]
1259,A vacuum cleaner is being turned on.,[9]
1260,Vacuum cleaner is moving back and forth.,[9]
1261,"An electric toothbrush is in action, producing a didgeridoo sound.",[5]
1262,Someone is frying chicken in a pan.,[6]
1263,Alarm is ringing and then turning off.,[0]
1264,"An alarm for a business is going off, a fire truck passes by with a siren blaring.",[0]
1265,Sound of frying pancake on pan.,[6]
1266,A small electric mixer is starting.,[1]
1267,"People are washing dishes, plates, and kettle.",[3]
1268,A fire alarm is ringing.,[0]
1269,Sound of a vacuum cleaner is recorded.,[9]
1270,"Urban ambiance with people, cars, trams, and a concrete mixer is being recorded.",[1]
1271,Someone is frying food on an electric stove.,[6]
1272,A hot frying pan is being used.,[6]
1273,Sound of coffee dishes in a bar.,[3]
1274,Vegetables are frying in a pan.,[6]
1275,Ringtones or alarms are being made for phones.,[0]
1276,Sounds for phone ring tones and alarms.,[0]
1277,Free ring tones or alarm sounds for phones are being recorded.,[0]
1278,Sounds for ringtones or alarms.,[0]
1279,A coffee blender is being used.,[1]
1280,A vacuum cleaner is still.,[9]
1281,Someone is turning on a faucet and washing dirty dishes.,[3]
1282,Sound of vacuum cleaner engine slowing down.,[9]
1283,A food mixer is making sounds.,[1]
1284,Fish is frying on a pan.,[6]
1285,A stainless steel blender is being churned at various speeds.,[1]
1286,Ice is being crushed in a blender.,[1]
1287,An oscillating drone from a No-Input Mixer is heard.,[1]
1288,"Eggs are being tapped, cracked and opened into a frying pan.",[6]
1289,A concrete mixer is running.,[1]
1290,Someone is playing with the nozzle of a domestic vacuum cleaner.,[9]
1291,Someone is using soap on dishes.,[3]
1292,"Water is being poured onto a pre-heated frying pan, creating a sizzling noise.",[6]
1293,"Water, microwave, and blender are heard in a kitchen.",[1]
1294,Doing the dishes is happening.,[3]
1295,Blender is blending.,[1]
1296,Someone is moving kitchen dishes.,[3]
1297,Cups and dishes are rattling like during an earthquake.,[3]
1298,A stainless steel frying pan lid is being struck with a wooden striker.,[6]
1299,An electric razor is being used.,[5]
1300,Multiple frying sounds are being mixed from a Food and Drink pack.,[6]
1301,Dishes are crashing to the floor.,[3]
1302,"An alarm is ringing in a warehouse, recorded with a zoom microphone.",[0]
1303,An electric toothbrush is making flyby sounds.,[5]
1304,Dishes are being moved around in a sink and water is pouring out of a cup.,[3]
1305,Someone is cooking meatballs and making a frying noise.,[6]
1306,Someone is frying food and using an exhaust fan.,[6]
1307,Dishes are being washed in a sink.,[3]
1308,Small pearls are drizzling down a tube of a vacuum cleaner.,[9]
1309,Someone is doing the dishes in a small kitchen.,[3]
1310,No-input mixer burst is heard.,[1]
1311,Ceramic dishes are being rotated on a ceramic countertop.,[3]
1312,Gears are making a blender noise.,[1]
1313,Someone is using a wooden spatula in a frying pan.,[6]
1314,Vacuum cleaner is turning on and moving.,[9]
1315,Someone is thinking and doing dishes.,[3]
1316,An alarm bell is ringing at a train arrival.,[0]
1317,A recording is being made of shaving with an electric shaver.,[5]
1318,"Someone is boiling water, running water in the sink, and frying sausages.","[6, 7]"
1319,Oil is being dropped onto a hot frying pan.,[6]
1320,"People are talking, a blender and coffee machine can be heard in a noisy and loud indoor coffee shop ambience.",[1]
1321,Someone is knocking on a frying pan.,[6]
1322,Small cooking blender used as a layer for a robot's movement mechanism.,[1]
1323,Someone is frying meat in the kitchen.,[6]
1324,A typical alarm clock is ringing.,[0]
1325,A bell sound like a fire alarm or train crossing alarm is happening.,[0]
1326,Someone is doing dishes and covering a pot.,[3]
1327,Strange mixer is in use.,[1]
1328,A blender is blending ice.,[1]
1329,Someone is wrapping dishes with foil.,[3]
1330,Someone is frying sausages on a stove.,[6]
1331,Alarm is ringing loud in the night.,[0]
1332,A vacuum cleaner with a narrow endcap and high power is being used.,[9]
1333,Vegetables are sizzling and being stirred in a frying pan.,[6]
1334,A deep alarm siren is roaring.,[0]
1335,"Someone is cleaning up the kitchen, walking around and putting dishes in the dishwasher.",[3]
1336,Someone is cooking and frying fish on a beach.,[6]
1337,Dishes are being handled.,[3]
1338,Dishes and soap are being used.,[3]
1339,Someone is frying a large amount of onion.,[6]
1340,Someone is hitting heads with a frying pan.,[6]
1341,A cook is cutting meat and frying it and people are talking at a taco stand.,[6]
1342,A microwave alarm is ringing.,[0]
1343,Electric razors are being recorded and edited.,[5]
1344,Cellphone alarm ringing.,[0]
1345,An electrical toothbrush is being used.,[5]
1346,Vacuum cleaner in action.,[9]
1347,An alarm is blaring loudly.,[0]
1348,Experiments are being conducted with a large old vacuum cleaner tube.,[9]
1349,Someone is shaving with an electric razor.,[5]
1350,The sound of an electric razor/shaver.,[5]
1351,"A blender is starting, mixing, and stopping.",[1]
1352,Water is being used to wash dishes.,[3]
1353,"Alarm, timer, or detector is ringing with a machine running in the background.",[0]
1354,Water is being squirted onto a hot frying pan.,[6]
1355,The sound of a blender.,[1]
1356,Dishes are falling down.,[3]
1357,Frying a single egg on a frying pan.,[6]
1358,A vacuum cleaner is being used with a clear click of the off switch.,[9]
1359,Butter is sizzling on a frying pan.,[6]
1360,Someone is using a vacuum cleaner at a brewery.,[9]
1361,"Vacuum cleaner is starting, running, and stopping.",[9]
1362,A vacuum cleaner is moving.,[9]
1363,A vacuum cleaner is being used indoors in a small apartment.,[9]
1364,Vacuum cleaner is making sound effects for swooshes.,[9]
1365,Vacuum cleaner cable is retracting.,[9]
1366,A loud vacuum cleaner is being used.,[9]
1367,Vacuum cleaner is on carpet and bumping into furniture.,[9]
1368,Kitchen extractor fan and frying food noise.,[6]
1369,Someone is swinging a frying pan.,[6]
1370,Someone is washing dishes in the kitchen.,[3]
1371,Vacuuming is happening with a noisy vacuum cleaner.,[9]
1372,Cement is being turned in a mixer and cleaned out with water.,[1]
1373,People are chatting and dishes clanking in a cafe in a sports center.,[3]
1374,A low frequency sound from a vacuum cleaner is heard.,[9]
1375,A blender motor sound is pitched down.,[1]
1376,Someone is washing dishes by hand.,[3]
1377,Dishes are clanging and banging.,[3]
1378,Dishes are being clanged and banged.,[3]
1379,A vacuum cleaner is recorded.,[9]
1380,Onions frying in a pan.,[6]
1381,Distant alarm blaring unnoticed.,[0]
1382,A concrete mixer is spinning.,[1]
1383,A door alarm is ringing in the street.,[0]
1384,Mushrooms are frying in olive oil.,[6]
1385,A mixer is kneading.,[1]
1386,Binaural stereo electric toothbrush sound.,[5]
1387,Test alarm and church bells.,[0]
1388,A ringtone or alarm is being played.,[0]
1389,Someone is frying an egg on a stove.,[6]
1390,Someone is frying a steak in a frying pan.,[6]
1391,A frying pan is being slid.,[6]
1392,Someone is using a loud blender.,[1]
1393,Dishes are being picked up.,[3]
1394,Dishes are being moved.,[3]
1395,A frying pan is falling.,[6]
1396,Broken dishes are being simulated as an audio effect.,[3]
1397,Frying eggs in a pan on a gas stove.,[6]
1398,A mixer is making noise.,[1]
1399,A clock is ticking and ringing an alarm.,[0]
1400,Someone is washing dishes with a spoon.,[3]
1401,Food is cooking in a frying pan.,[6]
1402,Someone is frying vegetables in a pan.,[6]
1403,An alarm ring from a small clock is heard.,[0]
1404,Alarms are ringing shrilly.,[0]
1405,A blender is being recorded and processed.,[1]
1406,Someone is frying meat on a pan.,[6]
1407,Alarm is ringing during a waking up process.,[0]
1408,People are talking and dishes are clinking.,[3]
1409,Pancake mix is getting in a hot frying pan.,[6]
1410,Someone is using an electric shaver with a deodorant lid on top.,[5]
1411,Someone is putting away dishes on a wooden surface.,[3]
1412,Something is frying while a delicious sound is being heard.,[6]
1413,Dishes are colliding.,[3]
1414,Alarm is ringing in a station.,[0]
1415,A vacuum cleaner is in action.,[9]
1416,Kitchen ambient sounds including boiling water and dishes are heard.,[3]
1417,A vacuum cleaner is switching off.,[9]
1418,Someone is hitting the lid of a cooking pot while washing-up the dishes causing nice pitch-shifting effects.,[3]
1419,Someone is brushing their phone with an electric toothbrush.,[5]
1420,"Something is sizzling, possibly a fuse or meat frying.",[6]
1421,Sound of a blender.,[1]
1422,A pleasant alarm ringtone.,[0]
1423,The sound of a cooking blender.,[1]
1424,Meat is frying on a pan.,[6]
1425,Oil is boiling in a frying pan.,[6]
1426,Alarm is ringing with reverberation.,[0]
1427,An alarm is blaring.,[0]
1428,Electric door bell is sounding with an alarm type sound.,[0]
1429,Someone is cleaning a frying pan with a sponge.,[6]
1430,A sound is being created with a clock divider and mixer.,[1]
1431,A blender is blending ice with vocal reverberations.,[1]
1432,A blender is making juice.,[1]
1433,Cutlery is clanging on dishes.,[3]
1434,"Seagulls, waves, and music are being played through a DJ mixer.",[1]
1435,An electric handheld food mixer is being used.,[1]
1436,Dishes are rattling in a kitchen.,[3]
1437,Vacuum cleaner button sound.,[9]
1438,Alarm is ringing with reverb.,[0]
1439,An item is being sucked into a vacuum cleaner.,[9]
1440,Someone is frying something and making a sound.,[6]
1441,Someone is frying a chopped chicken breast and shaking the pan.,[6]
1442,A metal frying pan is making an impact.,[6]
1443,Dishes are being placed in the sink.,[3]
1444,"Angry clatter of dishes, silverware, and cups is being recorded in binaural stereo.",[3]
1445,Dishes and silverware are clinking.,[3]
1446,Someone is stacking dishes.,[3]
1447,Sausage is being fried in a frying pan on the stove.,[6]
1448,Concrete mixer and mason whistling.,[1]
1449,An electric toothbrush alarm is sounding.,[5]
1450,"Someone is hitting a kitchen table with dishes, glasses, and cutlery on it.",[3]
1451,Steak is frying in a pan.,[6]
1452,Someone is hitting a ceramic cup on the counter and dishes.,[3]
1453,A military alarm is ringing.,[0]
1454,Someone is frying water.,[6]
1455,The sound is made from a milk mixer.,[1]
1456,Something is frying.,[6]
1457,Handheld electric blender is being used.,[1]
1458,An electric toothbrush is heard.,[5]
1459,Food mixer is running at full speed.,[1]
1460,Someone is putting potatoes in a frying pan.,[6]
1461,Someone is running a small vacuum cleaner.,[9]
1462,Alarm clock is blaring loudly before it is turned off.,[0]
1463,An electric toothbrush is being turned on.,[5]
1464,A classic alarm clock is ringing.,[0]
1465,"People are eating, chatting, and clearing dishes.",[3]
1466,An alarm tone is ringing.,[0]
1467,Chairs are sliding and dishes are being hit in a cafe at a train station.,[3]
1468,People are talking and dishes are clinging in a noisy bar.,[3]
1469,The sound of fire burning and food frying.,[6]
1470,Oil is sizzling on a frying pan.,[6]
1471,Loading dishes in the dishwasher.,[3]
1472,Toaster oven alarm is ringing.,[0]
1473,Bell toll sound is being edited into an alarm sound.,[0]
1474,An old alarm clock is ringing.,[0]
1475,An electric bell or alarm is ringing.,[0]
1476,A steak is being thrown onto a frying pan.,[6]
1477,An alarm clock is ringing for a while.,[0]
1478,Alarm clocks are ringing.,[0]
1479,Someone is scrubbing dishes.,[3]
1480,Dishes are falling and breaking.,[3]
1481,Hard rattling trolley and crashing of dishes is heard.,[3]
1482,Someone is switching on and off an electric trimmer/razor.,[5]
1483,Dishes are making various sounds.,[3]
1484,Mixer is kneading bread in the kitchen.,[1]
1485,Someone is frying onions in a pan.,[6]
1486,Someone is switching the modes of an electric toothbrush.,[5]
1487,Wax paper is being crushed creating a burning or frying sound.,[6]
1488,Canned ham is sizzling on a frying pan.,[6]
1489,Vacuum cleaner is shutting off.,[9]
1490,A concrete mixer is running outside.,[1]
1491,A vacuum cleaner is starting and cutting off.,[9]
1492,The sound of an electric shaver is being recorded.,[5]
1493,A vacuum cleaner being turned on and off.,[9]
1494,Cats are miaowing and fighting while dishes are being done and a television is on.,[3]
1495,Cooking pans and pots with faint frying sound.,[6]
1496,An electric toothbrush is being recorded in a tile bathroom.,[5]
1497,Water is being boiled in a frying pan.,[6]
1498,"Low murmur, sounds of glasses and dishes clanking, drinks being made, and piano in the background.",[3]
1499,A frying pan is hitting a concrete wall.,[6]
1500,Silverware is being dropped into a sink full of dishes.,[3]
1501,People are talking and dishes are clinking in a restaurant.,[3]
1502,Someone is cleaning dishes in the kitchen sink.,[3]
1503,Clinking dishes and murmuring people in a staff canteen.,[3]
1504,A man is being hit with a frying pan.,[6]
1505,A sound that resembles a cartoon character getting hit on the head with a frying pan is being played.,[6]
1506,An old fashioned mechanical wind-up alarm clock is ringing.,[0]
1507,Birds are making alarm and chattering calls.,[0]
1508,"Alarm calls from disturbed gulls in a colony are heard, then settling calls. Herring gulls can be heard.",[0]
1509,A burglar alarm is ringing.,[0]
1510,"People are talking, food is frying, and traffic noise is in a shop.",[6]
1511,"A clay mixer is operating with start, run, and stop.",[1]
1512,A vacuum cleaner is starting and running on lino.,[9]
1513,A cylinder-type vacuum cleaner is stopping.,[9]
1514,Utensils and dishes are being used in a kitchen.,[3]
1515,Television sound is being interfered with by a vacuum cleaner.,[9]
1516,The sound of fish frying in a pan is playing.,[6]
1517,An electric food mixer is being turned on and off.,[1]
1518,An owl is making alarm chittering sounds.,[0]
1519,"An electric food mixer is being turned on, run, and turned off with liquid in the bowl.",[1]
1520,A squirrel is chattering and making alarm calls. Northwestern crows and a river are in the background.,[0]
1521,An electronic alarm is ringing.,[0]
1522,"Ground alarm calls from herring gulls are heard, with a linnet in the medium distance and sheep in the distance.",[0]
1523,A food mixer is operating.,[1]
1524,An electric food mixer is being used with liquid in the bowl.,[1]
1525,"A neutral moorland atmosphere with a distant ring ouzel alarm call, raven, sheep, and a stream murmuring in the background.",[0]
1526,Portable electric alarm clocks are ringing.,[0]
1527,An electric food mixer is mixing dough and turning on and off.,[1]
1528,A hand food mixer is being used.,[1]
1529,A hand-operated food mixer is making sounds.,[1]
1530,Twin-tower type cement mixer is loading lorries.,[1]
1531,A cement mixer is running and emptying.,[1]
1532,"Flight and alarm calls of a colony, typical of a 'dread', are being made by a lesser black-backed gull. Herring gulls are also being heard.",[0]
1533,An alarm is ringing in a submarine.,[0]
1534,An animal is making alarm calls. Another animal is making rapid chittering alarm calls. Birds and insects are in the background.,[0]
1535,Alarm calls are being made in a gull colony. Herring gulls are present.,[0]
1536,An alarm bell is ringing and someone is descending.,[0]
1537,A warbler is making an alarm call and singing. Sheep bells are in the background.,[0]
1538,People are in a banquet and dishes are being used.,[3]
1539,A mechanically fed cement mixer is operating on a building site.,[1]
1540,"A cement mixer is starting, emptying, and stopping.",[1]
1541,Monkeys are chattering and making alarm calls. A mammal is in the background.,[0]
1542,A bird is making a shrill alarm and other chattering calls. Other bird species are calling in the distance.,[0]
1543,"Wingbeats and alarm calls from a herring gull, with distant surf.",[0]
1544,A vacuum cleaner is starting and running on carpet.,[9]
1545,A burglar alarm is sounding with a combined bell and electronic siren.,[0]
1546,A vacuum cleaner is stopping on a carpet.,[9]
1547,"An electric shaver is switched on, runs, and switched off.",[5]
1548,An electric shaver is starting and running.,[5]
1549,An alarm is ringing. Gunshots are being fired.,[0]
1550,Interplay between birds is happening. Alarm of disturbed birds is occurring.,[0]
1551,"A bird is singing and another bird is making a ""churring"" alarm. A white-breasted nuthatch and yellow-rumped warblers are in the background ""ticking"".",[0]
1552,Alarm calls are being made in a gull colony. Herring gulls are also present.,[0]
1553,A female and chick are making alarm calls during an attack. The attackers are calling and there are sounds of surf and crackles in the background.,[0]
1554,"Several birds are making alarm calls. A skylark, herring gulls, and curlew can be heard in the distance. Wind can be heard in the background.",[0]
1555,A bird is making shrill alarm calls and other chattering calls. Another bird species is making distant calls.,[0]
1556,Herring gulls and greater black-backed gulls are making alarm calls. Black-headed gulls and redshanks are also making calls.,[0]
1557,Alarm calls from disturbed birds in a colony and settling calls are heard. Herring gulls are heard.,[0]
1558,A flock of birds is flying. Alarms are ringing in the background.,[0]
1559,Fish are frying in a pan.,[6]
1560,The sound of frying an egg is heard.,[6]
1561,The sound of an electric food mixer turning on and running is heard.,[1]
1562,An electric food mixer and a potato peeler are being switched on and off.,[1]
1563,"Guillemots are chirping, making contact calls, contentment calls, alarm calls, crowing, and arriving with wingbeats. Footsteps can be heard. A razorbill is growling with kittiwakes, herring gulls, and distant birds in the background. Auks are splashing in water.",[0]
1564,Red-bellied Woodpeckers are making alarm calls. Crickets and wood ducks are in the background.,[0]
1565,A vacuum cleaner is starting with a constant run on linoleum.,[9]
1566,"Waders and gulls are rising up in alarm from resting at high tide. Oystercatchers, curlews, lesser black-backed gulls, herring gulls, and black-headed gulls are present.",[0]
1567,An electric alarm is ringing continuously.,[0]
1568,A vacuum cleaner is in use and stops.,[9]
1569,An electric shaver is switched off.,[5]
1570,Birds are making flight alarm calls. Blow flies and herring gulls can be heard.,[0]
1571,"Birds are making alarm calls. Skylark, herring gulls, and curlew are in the distance. Wind can be heard in medium distance.",[0]
1572,An alarm is ringing continuously.,[0]
1573,A cylinder type vacuum cleaner is in use.,[9]
1574,A cylinder type vacuum cleaner is stopping on linoleum.,[9]
1575,Chicken is frying in a pan with a sizzle sound.,[6]
1576,Something is sizzling and burning in a hot frying pan.,[6]
1577,Machines are frying.,[6]
1578,Dishes and other objects are shaking during an earthquake tremor.,[3]
1579,Hissing followed by clanking dishes and speech,"[8, 3]"
1580,A woman talks while frying something,[6]
1581,A woman talks followed by sizzling and frying of food,[6]
1582,Food is sizzling dishes are clanging together and a woman is speaking,"[8, 3]"
1583,Clanking of dishes in the background while an older man speaks,[3]
1584,A woman speaking and dishes clanking,"[8, 3]"
1585,A man speaks then removes something from a plate putting it into a frying pan,[6]
1586,A woman talking with sizzling and frying sounds in the background,[6]
1587,People are talking as dishes clank together,[3]
1588,Dishes are clanking and banging against one another followed by a man vocalizing something out loud,[3]
1589,A man is speaking and dishes are clanging together,"[8, 3]"
1590,Rubbing clicking and clacking blender sound,[1]
1591,A train horn blows and alarm bells ring as heavy traffic passes by,[0]
1592,Man talking while loudly cutting and a frying sound in the back,[6]
1593,Dishes clank as a woman talks,[3]
1594,A machine whirs followed by a quick laugh before a woman speaks from a background distance followed by another woman speaking and dishes are being moved across a surface,"[8, 3]"
1595,Thunderclap with car alarms blaring in the distance,[0]
1596,A man speaking followed by sizzle of frying food,"[8, 6]"
1597,Dishes are clanging together,[3]
1598,A woman speaks as dishes clatter with a cat meowing in the background,"[2, 3]"
1599,Dishes clinking and clacking,[3]
1600,A swoosh sound and then loud frying of food while a woman says something very softly,[6]
1601,"Dishes rattle, a man speaks and a faucet is turned on",[3]
1602,"A medium male voice narrates, followed by a sequence of sizzling and frying",[6]
1603,A woman is saying something to another man while frying food,[6]
1604,A person talks as dishes clang nearby and food fries nearby,[3]
1605,A vacuum cleaner cleaning a surface,[9]
1606,Cat meowing while alarming clock ringing,"[0, 2]"
1607,A woman talking while washing the dishes,[3]
1608,Dishes scraping and clinking food frying while woman speaks,"[3, 6]"
1609,Food is frying and a man is speaking,"[8, 6]"
1610,Dishes clinking while male speaks,[3]
1611,Food is frying in the background while a man is speaking,"[8, 6]"
1612,"Frying food, faint speech sound in background","[8, 6]"
1613,A vacuum cleaner running as light music plays in the background followed by wind briefly blowing into a microphone,[9]
1614,A female is talking while frying food,[6]
1615,The ringing of an alarm on a machine,[0]
1616,Music with dishes clattering,[3]
1617,Frying food on a sizzling grill,[6]
1618,"A man talks nearby, during which dishes clang",[3]
1619,A man speaking as group of men speak in the distance before briefly shouting as metal loudly crunches and crashes followed by a vehicle alarm ringing,"[0, 8]"
1620,Person speaks while frying some food,[6]
1621,Food and oil sizzling followed by dishes clacking then camera muffles,[3]
1622,Alarms are ringing of emergency vehicle,[0]
1623,"A person is moving pots, pans and dishes",[3]
1624,Food frying and dishes clanking,"[3, 6]"
1625,"A man sings, dishes clink, the man speaks startled",[3]
1626,The loud sizzle of frying food that gets stirred and someone talks,[6]
1627,A man is speaking and food is frying,"[8, 6]"
1628,A man talks while dishes bang together and something bangs,[3]
1629,Low background roar with frying and female voice,[6]
1630,Dishes are being clanged together and a woman speaks,[3]
1631,A woman speaks as frying oil pops,[6]
1632,Pan stirring and frying,[6]
1633,A woman speaks in the foreground while something rustles and then dishes clink,[3]
1634,An alarm bell sounding off,[0]
1635,Food frying in a pan,[6]
1636,People are talking and dishes are clanging,[3]
1637,"An adult female speaks, metal scraping and thumping are ongoing, and ceramic dishes clink",[3]
1638,An alarm rings before a woman speaks,[0]
1639,A loud sizzling of food frying as a woman talks pleasantly in the background a ting and some dull taps finish out the food,[6]
1640,Dishes and cutlery are being moved followed by a man speaking,"[8, 3]"
1641,A man is speaking followed by other people speaking while handling dishes and silverware,"[8, 3]"
1642,A man talks while frying food sizzles,[6]
1643,Adult female speaking overlapped by food frying,"[8, 6]"
1644,"In fear, a goat makes a noise to alarm other goats about a barking dog approaching. A woman chuckles hearing the cute sounds the goat makes","[0, 4]"
1645,A kid talking followed by a cat meowing then dishes breaking,"[2, 3]"
1646,Dishes and pots are stacked on something metal very loudly,[3]
1647,An individual conversing something while frying food at the same time,[6]
1648,Frying food and a woman narrating,[6]
1649,"A continuous sizzle of frying and then a woman speaks, then a clank of metal on metal and a metal scrape on metal",[6]
1650,"People talking, and clanking dishes",[3]
1651,"Woman speaks in distinct accent and at the same time noises of splatter, popping and sizzling from frying food",[6]
1652,Food frying is followed by a woman narrating her cooking,[6]
1653,Dishes banging followed by speech,"[8, 3]"
1654,Television is playing as a person moves dishes and silver and speaks,[3]
1655,A man speaks followed by scraping then food frying in a pan,[6]
1656,A middle-aged man talks the entire time while there is a lid lifted and a sizzle of frying food at the end,[6]
1657,A person speaking while interacting with dishes,"[8, 3]"
1658,Frying and stirring food with female voice,[6]
1659,A woman is speaking and dishes are clanging together and water boils,"[8, 3]"
1660,A woman speaks and washes dishes,[3]
1661,Grease popping as its frying,[6]
1662,"Food is frying, something is hit and then a lady and man talk",[6]
1663,A soft sizzle of food frying and a scraping noise which followed by a woman with a soft voice saying a few words,[6]
1664,"Man speaking, while oil is frying","[8, 6]"
1665,A woman is speaking as silverware is used for stirring followed by dishes being moved shortly before a woman speaks,"[8, 3]"
1666,A man speaking with dishes clacking and pages turning in the background.,"[8, 3]"
1667,A man speaks followed by some frying and a pop,[6]
1668,Man speaking with dishes clanking,"[8, 3]"
1669,"An electric razor, laughing, and then a crash",[5]
1670,"A woman speaking, alarm blaring","[0, 8]"
1671,"A person speaks, cutlery bangs against each other and a metal pot, and dishes are set",[3]
1672,Water pouring followed by a screeching alarm,[0]
1673,Electric shaver being used and sheep bleating,[5]
1674,A woman is speaking while stirring and frying food,"[8, 6]"
1675,Dishes bang together as someone speaks,[3]
1676,A pan sizzles and dishes clatter,[3]
1677,A child speaks and moves dishes then a woman speaks in the background,[3]
1678,Sizziling frying time come out OS the hajj,[6]
1679,A young boy speaks as small beeping of an alarm rings followed by a muffled digital female voice,[0]
1680,"Alarm ringing, train horn getting closer",[0]
1681,"A railroad crossing alarm clangs while a train engine runs slowly, rhythmic clattering is present, and a train horn blows one time",[0]
1682,Humming and vibrating with rapid gunshots followed by ringing of an alarm,[0]
1683,A vacuum cleaner runs,[9]
1684,A vacuum cleaner running and the sound of a dog,[9]
1685,Humming of an engine with a man speaking followed by ringing of an alarm,"[0, 8]"
1686,Ringing of an alarm with passing traffic,[0]
1687,The alarm is high tone as the ambulance siren rings on,[0]
1688,A cuckoo clock ticking and cooing alarm ringing,[0]
1689,Birds chirping followed by a man snoring and an alarm clock ringing,[0]
1690,A woman speaks as a kitchen mixer vibrates followed by music,[1]
1691,Something clicks then an alarm starts to ring,[0]
1692,A digital alarm ringing,[0]
1693,A vacuum cleaner works then stops followed by a baby crying and people talking far away,[9]
1694,"A train horn blows, a large engine is running, metal scraping occurs, a train crossing bell alarm rings, and an adult male speaks",[0]
1695,A long railroad whistle and before that ends a loud blaring alarm followed by a man saying one word,[0]
1696,A series of gunshots firing as a woman shouts followed by alarm sirens wailing,[0]
1697,Digital beeping of an alarm followed by more musical ringing and a person speaking,"[0, 8]"
1698,A fire alarm ringing continuously,[0]
1699,A fire alarm ringing,[0]
1700,Several men speaking as a kid whimpers and an electric razor operates in the background followed by microphone distortion,"[8, 5]"
1701,A vacuum cleaner operating,[9]
1702,A train horn blowing and alarm bells ringing,[0]
1703,Train passing with ringing alarm bells and distant waves,[0]
1704,A fire alarm rings during male conversation.,[0]
1705,A vacuum cleaner is being used and surface contact is heard.,[9]
1706,A blender is in use and music is playing.,[1]
1707,An alarm is ringing and there is background noise with sound effects to music.,[0]
1708,An electric shaver and women speaking are heard.,"[8, 5]"
1709,Fire alarms are ringing with background noise and ticking sounds.,[0]
1710,An alarm clock ringing and ticking sounds.,[0]
1711,"An electric shaver is used, and people are speaking, breathing, and making surface contact sounds.","[8, 5]"
1712,An electric shaver buzzes as ticks and taps are heard.,[5]
1713,An electric shaver buzzes with clicking sounds.,[5]
1714,A blender is blending food.,[1]
1715,A blender and a woman speaking are heard.,"[8, 1]"
1716,An alarm is ringing with intermittent beeps and ticks.,[0]
1717,"An electric toothbrush, mechanisms, and taps create sound with ticks and noise.",[5]
1718,An alarm is ringing and mechanisms are ticking.,[0]
1719,"An alarm clock rings, and ticking and clicking sounds can be heard.",[0]
1720,An alarm is ringing and there is background noise.,[0]
1721,A vacuum cleaner runs.,[9]
1722,Mechanisms thunk and an alarm clock rings while ticking sounds echo.,[0]
1723,A vacuum cleaner and multiple men speaking with breathing sounds are heard.,"[8, 9]"
1724,Electric razors and taps are heard amidst female speech.,"[8, 5]"
1725,"A vacuum cleaner and children are speaking, with tapping and human voice sounds also heard.","[8, 9]"
1726,"An alarm clock is ringing, men are speaking, a bell is ringing, and more talking is heard.","[0, 8]"
1727,"A blender or food processor is running, and a man is speaking.","[8, 1]"
1728,"Men are speaking, with the sound of a blender in the background.","[8, 1]"
1729,A vacuum cleaner runs while people converse and laugh.,[9]
1730,A vacuum cleaner is on.,[9]
1731,A blender and mechanisms are being used with ticking sounds.,[1]
1732,A blender is blending.,[1]
1733,An electric shaver is being used with women speaking and ticking sounds present.,"[8, 5]"
1734,Women talk as an electric shaver hums in the background.,[5]
1735,A vacuum cleaner is heard.,[9]
1736,"An electric shaver and tapping sounds are heard, with breathing in the background.",[5]
1737,A blender runs while men speak.,[1]
1738,"An electric shaver is running, mechanisms are making noise, and men are speaking.","[8, 5]"
1739,A blender processes food while mechanisms and human sounds are heard.,[1]
1740,"Background noise, tapping, and thumping can be heard with a bleat and electric razor in use.",[5]
1741,The sound of a vacuum cleaner is heard.,[9]
1742,An electric toothbrush runs as a child splashes in a bathtub.,[5]
1743,A vacuum cleaner is on and ticking is heard.,[9]
1744,An electric shaver buzzes while a woman speaks and others talk.,[5]
1745,A blender or food processor is heard.,[1]
